Index|Afrikaans|Albanais|Allemand|Anglais|Arabe|Azéri|Basque|Biélorusse|Bosniaque|Bulgare|Catalan|Cebuano|Chichewa|Corse|Créole haïtien|Croate|Danois|Espagnol|Espéranto|Estonien|Finnois|Français|Frison|Gaélique (Écosse)|Galicien|Gallois|Grec|Haoussa|Hawaïen|Hmong|Hongrois|Igbo|Indonésien|Irlandais|Islandais|Italien|Javanais|Kazakh|Kinyarwanda|Kirghiz|Kurde|Latin|Letton|Lituanien|Luxembourgeois|Macédonien|Malaisien|Malgache|Maltais|Maori|Mongol|Néerlandais|Norvégien|Ouïgour|Ouzbek|Pachtô|Persan|Philippin|Polonais|Portugais|Roumain|Russe|Samoan|Serbe|Sesotho|Shona|Sindhî|Slovaque|Slovène|Somali|Soundanais|Suédois|Swahili|Tadjik|Tatar|Tchèque|Turc|Turkmène|Ukrainien|Urdu|Vietnamien|Xhosa|Yorouba|Zoulou
night|nag|natën|Nacht-|night|ليلة|gecə|gaua|ноч|noć|нощ|nit|gabii|usiku|notte|lannwit|noć|nat|noche|nokto|öö|yö-|nuit|nacht|oidhche|noite|nos|Νύχτα|dare|pō|tsaus ntuj|éjszaka|n'abalị|malam|oíche|nótt|notte|wengi|түн|ijoro|түн|şev|noctis|nakts|naktis|Nuecht|ноќ|malam|alina|lejl|po|шөнө|nacht|natt|كېچە|kecha|شپه|شب|gabi|noc|noite|noapte|ночь|po|ноћ|bosiu|husiku|رات|noc|noč|habeen|peuting|natt|usiku|шаб|төн|noc|gece|gije|ніч|رات|đêm|busuku|alẹ|ebusuku
day|dag|ditë|Tag|day|يوم|gün|eguna|дзень|dan|ден|dia|adlaw|tsiku|ghjornu|jou|dan|dag|día|tago|päeval|päivä|journée|dei|latha|día|diwrnod|ημέρα|rana|lā|hnub|nap|ụbọchị|hari|lá|dagur|giorno|dina iki|күн|umunsi|күн|roj|dies|diena|dieną|Dag|ден|hari|andro|jum|rā|өдөр|dag|dag|كۈن|kun|ورځ|روز|araw|dzień|dia|zi|день|aso|дан|letsatsi|zuva|ڏينهن|deň|dan|maalin|dinten|dag|siku|рӯз|көн|den|gün|gün|день|دن|ngày|usuku|ọjọ|usuku
year|jaar|viti|Jahr|year|عام|il|urtea|год|godine|година|curs|tuig|chaka|annu|ane|godina|år|año|jaro|aasta|vuosi|an|jier|bliadhna|ano|flwyddyn|έτος|shekara|makahiki|xyoo|év|afọ|tahun|bhliain|ári|anno|taun|жыл|umwaka|жыл|sal|annos singulos|gadā|metus|Joer|година|tahun|TAOM-|sena|tau|жил|jaar|år|يىل|yil|کال|سال|taon|rok|ano|an|год|tausaga|године|selemo|gore|سال|rok|leto|sanadka|taun|år|mwaka|сол|ел|rok|yıl|ýyl|рік|سال|năm|unyaka|odun|unyaka
warm|warm|te ngrohte|warm|warm|دافئ|isti|epela|цёплы|toplo|топло|càlid|mainiton|ofunda|caldu|cho|toplo|varm|cálido|varma|soe|lämmin|chaud|waarm|blàth|quente|cynnes|ζεστός|dumi|mehana|sov siab|meleg|kpoo ọkụ|hangat|te|hlýtt|caldo|anget|жылы|gishyushye|жылуу|germ|calidum|silts|šilta|waarm|топло|suam|mafana|sħun|mahana|дулаан|warm|varm|قىزغىن|iliq|ګرم|گرم|mainit-init|ciepło|caloroso|cald|теплый|mafanafana|топло|mofuthu|inodziya|گرم|teplý|toplo|diirran|haneut|värma|joto|гарм|җылы|teplý|Ilık, hafif sıcak|ýyly|теплий|گرم|ấm áp|kushushu|loworo|kufudumele
cold|koud|i ftohtë|kalt|cold|البرد|soyuq|hotza|халодная|hladno|студ|refredat|bugnaw|kuzizira|fretu|frèt|hladno|kold|frío|malvarma|külm|kylmä|du froid|kâld|fuar|frío|oer|κρύο|sanyi|anuanu|txias heev|hideg|oyi|dingin|fuar|kalt|freddo|kadhemen|суық|imbeho|суук|sarma|frigus|auksts|šalta|kal|ладно|sejuk|hatsiaka|kiesaħ|makariri|хүйтэн|verkoudheid|kald|سوغۇق|sovuq|ساړه|سرد|malamig|zimno|resfriado|rece|холодный|malulu|хладно|batang|kutonhora|ڀڌ|chladný|mraz|qabow|tiis|kall|baridi|хунук|салкын|Studený|soğuk|sowuk|холодний|سردی|lạnh|kuyabanda|tutu|kubanda
full|vol|plot|voll|full|ممتلىء|dolu|beteta|поўны|pun|пълен|ple|puno|zonse|pienu|plen|pun|fuld|completo|plena|täis|koko|plein|fol|làn|cheo|llawn|γεμάτος|cika|piha|puv|teljes|zuru|penuh|lán|fullur|pieno|kebak|толық|byuzuye|толук|tije|plenus|pilns|pilnas|voll|полн|penuh|feno|mimli|kī tonu|дүүрэн|vol|full|تولۇق|to'liq|ډکه|پر شده|puno|pełny|cheio|deplin|полный|tumu|пун|tletse|izere|ڀريل|plný|poln|buuxa|pinuh|full|kamili|пур|тулы|úplný|tam|doly|повний|بھرا ہوا|đầy|igcwele|kun|kugcwele
new|nuut|i ri|Neu|new|الجديد|yeni|berria|новы|novo|ново|nou|bag-o nga|chatsopano|novu|nouvo|novi|ny|nuevo|nova|uus|Uusi|Nouveau|nij|ùr|novo|newydd|νέος|sabo|hou|tshiab|új|ọhụrụ|baru|nua|nýtt|nuovo|anyar|жаңа|gishya|жаңы|nşh|novus|jauns|naujas|nei|нови|baru|vaovao|ġdid|hou|шинэ|nieuw|ny|new|yangi|نوی|جدید|bago|Nowy|novo|nou|новый|fou|Нова|e ncha|nyowani|نئون|Nový|novo|cusub|anyar|ny|mpya|нав|яңа|Nový|yeni|täze|новий|نئی|Mới|entsha|tuntun|okusha
old|oud|i vjetër|alt|old|قديم|köhnə|zaharra|стары|stara|стар|vell|tigulang na|akale|vechju|fin vye granmoun|star|gammel|viejo|malnova|vana|vanha|vieille|âld|seann|vello|hen|παλαιός|tsoho|kahiko|qub|régi|ochie|tua|Sean|gamall|vecchio|lawas|ескі|kera|эски|kevn|veteris|vecs|senas|al|стар|tua|antitra|qadim|tawhito|хуучин|oud|gammel|كونا|eski|زوړ|پیر|matanda na|stary|velho|vechi|Старый|tuai|стара|tsofetse|yekare|پراڻو|starý|star|duug ah|lami|gammal|zamani|сола|карт|starý|eski|köne|старий|پرانا|cũ|indala|atijọ|okudala
good|goed|mirë|gut|good|حسن|yaxşı|ona|добра|dobro|добре|bé|maayo|chabwino|bene|bon|dobro|godt|bien|bone|hea|hyvä|bien|goed|math|bo|da|Καλός|mai kyau|maikaʻi loa|zoo|jó|ezi|baik|maith|góður|bene|apik|жақсы|byiza|жакшы|baş|bonum|labi|Gerai|gutt|добро|baik|tsara|tajjeb|pai|сайн|is goed|god|ياخشى|yaxshi|ښه|خوب|mabuti|dobrze|Boa|bun|хорошо|lelei|Добро|hantle|kugona|سٺو|dobre|dobro|wanaagsan|alus|Bra|nzuri|хуб|яхшы|dobrý|iyi|gowy|добре|اچھی|tốt|Kulungile|dara|kuhle
bad|sleg|keq|Schlecht|bad|سيئ|pis|txarra|дрэнна|loše|лошо|dolent|daotan|zoipa|gattivu|move|loše|dårligt|malo|malbona|halb|huono|mal|min|dona|malo|drwg|κακό|mara kyau|maikaʻi ʻole|phem|rossz|ọjọọ|buruk|olc|slæmt|cattivo|ala|жаман|bibi|жаман|xerab|malus|slikti|blogai|schlecht|лошо|buruk|ratsy|ħażina|kino|муу|slecht|dårlig|ناچار|yomon|بد|بد|masama|zły|ruim|rău|Плохо|leaga|лоше|mpe|zvakaipa|خراب|zlé|slab|xun|goréng|dålig|mbaya|бад|начар|špatný|kötü|erbet|погано|برا|xấu|imbi|buburu|kubi
rotten|vrot|i kalbur|verfault|rotten|فاسد|çürük|ustela|гнілы|truo|гнило|podrit|dunot|zovunda|putru|pouri|truo|rådne|podrido|putra|mädanenud|mätä|pourri|rottich|grodadh|podre|wedi pydru|σάπιος|ruɓaɓɓe|popopo|lwj|rothadt|rere ure|busuk|lofa|rotinn|marcio|bosok|шірік|kubora|чириген|xerabûyî|conputruerunt iumenta|sapuvis|supuvęs|verfault|скапани|busuk|lo|immuffat|pirau|ялзарсан|verrot|råtten|چىرىگەن|chirigan|نري|پوسیده|bulok|zgniły|podre|putred|сгнивший|pala|труо|bodile|chakaora|سڙيل|prehnitý|pokvarjen|qurmay|busuk|rutten|iliyooza|пӯсида|черегән|shnilý|çürük|çüýrük|гнилий|بوسیدہ|thối rữa|kubolile|ti bajẹ|kubolile
dirty|vuil|i ndyrë|dreckig|dirty|متسخ|çirkli|zikina|брудны|prljav|мръсен|brut|hugaw|zauve|bruttu|sal|prljav|snavset|sucio|malpura|räpane|likainen|sale|smoarch|salach|sucio|budr|βρώμικος|datti|lepo|qias neeg|piszkos|unyi|kotor|salach|skítugur|sporco|reged|лас|umwanda|кир|qirêjî|sordidum|netīrs|purvinas|dreckeg|валкани|kotor|maloto|maħmuġ|paru|бохир|vuil|skitten|مەينەت|iflos|چټل|کثیف|marumi|brudny|sujo|murdar|грязный|palapala|прљав|ditshila|tsvina|گندو|špinavý|umazan|wasakh ah|kotor|smutsig|chafu|ифлос|пычрак|špinavý|kirli|hapa|брудний|گندا|dơ bẩn|emdaka|idọti|kungcolile
straight|reguit|drejt|Gerade|straight|مستقيم|düz|zuzen|прамой|ravno|прав|recte|tul-id|Molunjika|drittu|dwat|ravno|lige|derecho|rekta|sirge|suoraan|droit|rjocht|dìreach|recto|yn syth|ευθεία|madaidaiciya|pololoi|ncaj|egyenes|Kwụ ọtọ|lurus|díreach|Beint|dritto|lurus|Түзу|igororotse|түз|rast|recta|taisni|tiesiai|riichtaus|исправен|lurus|Mahitsy|dritta|totika|Чигээрээ|Rechtdoor|rett|تۈز|To'g'riga|مستقیم|سر راست|tuwid|prosto|em linha reta|Drept|прямой|saʻo|равно|Setereiti|yakananga|سڌو|rovno|naravnost|toosan|Lempeng|hetero|sawa|Рост|Туры|rovný|Düz|göni|прямий|سیدھے|thẳng|Ngqo|Taara|Qondile
round|rond|rrumbullakët|runden|round|مستدير - كروي|dəyirmi|biribila|круглы|okrugli|кръгъл|rodó|tuyok|kuzungulira|tondu|wonn|krug|rund|redondo|ronda|ümmargune|pyöristää|rond|rûn|cruinn|redondo|rownd|γύρος|zagaye|poepoe|puag ncig|kerek|gburugburu|bulat|cruinn|umferð|il giro|babak|дөңгелек|kuzenguruka|тегерек|girrover|circum|raunds|apvalus|Ronn|круг|bulat|manodidina|tond|porotaka|дугуй|ronde|rund|round|dumaloq|پړاو|گرد|bilog|okrągły|Redondo|rundă|круглый|lapotopoto|округли|chitja|denderedzwa|گول|okrúhly|okrogla|wareegsan|buleud|runda|pande zote|мудаввар|түгәрәк|kolo|yuvarlak|tegelek|круглі|گول|tròn|ngeenxa zonke|yika|isiyingi
sharp|skerp|i mprehtë|Scharf|sharp|حاد|kəskin|zorrotz|рэзкі|oštar|остър|agut|hait|lakuthwa|acutu|byen file|oštar|skarp|agudo|akra|terav|terävä|pointu|skerp|biorach|afiada|miniog|αιχμηρός|kaifi|ʻoiʻoi|ntse|éles|nkọ|tajam|géar|hvass|acuto|landhep|өткір|ityaye|курч|tûj|acri|asa|aštrus|schaarf|остар|tajam|maranitra|qawwi|koi|хурц|scherp|skarp|ئۆتكۈر|o'tkir|تېز|تیز|matalim|ostry|afiado|ascuțit|острый|maai|оштар|e bohale|unopinza|تيز|ostrý|ostro|fiiqan|seukeut|skarp|mkali|тез|үткен|ostrý|keskin|ýiti|різкий|تیز|nhọn|ubukhali|didasilẹ|kubukhali
dull|Dowwe|i shurdhër|Stumpf|dull|ممل|darıxdırıcı|tristea|сумна|dosadno|тъп|avorrit|matam-is|kukometsa|sordu|mat|dosadno|kedelig|aburrido|enuiga|tuim|tylsä|terne|dof|dull|aburrido|diflas|αμβλύς|maras ban sha'awa|kūmūmū|npub|unalmas|dull|membosankan|dull|sljór|noioso|kurang kusam|түтіккен|idahwitse|тажатма|bêçare|intellectu estis|blāvi|nuobodus|langweileg|досадна|kusam|nefa matromatroka|matt|puhoi|уйтгартай|saai|kjedelig|تۇتۇق|xira|ښکته|کدر|mapurol|nudny|maçante|plictisitor|скучный|lemu|досадно|lerootho|simbe|سستو|fádne|dolgočasno|caajis|kusam|tråkig|wepesi|кунд|тонык|nudný|donuk|garaňky|нудна|سست|đần độn|buthuntu|ṣigọgọ|buthuntu
smooth|glad|i qetë|glatt|smooth|ناعم|hamar|leuna|гладкая|glatka|гладка|llis|hamis nga|yosalala|liscia|lis|glatko, nesmetano|glat|liso|glata|sile|sileä|lisse|glêd|rèidh|suave|llyfn|λείος|santsi|laumania|du|sima|ezigbo|halus|réidh|slétt|liscio|Gamelan|тегіс|neza|жылмакай|serrast|smooth|gluda|lygus|glat|мазна|lancar|mitovy tantana|bla xkiel|maeneene|гөлгөр|glad|glatt|سىلىق|silliq|نرم|صاف|makinis|gładki|suave|neted|гладкий|lamolemole|глатка|boreleli|anotsvedzerera|هموار|hladký|gladko|siman|lemes|slät|Nyororo|ҳамвор|шома|hladký|pürüzsüz|ýylmanak|гладка|ہموار|trơn tru|agudileyo|dan|bushelelezi
wet|nat|i lagur|nass|wet|مبتل|nəm|bustia|мокры|mokro|мокър|mullat|basa|yonyowa|bagnatu|mouye|mokra|våd|mojado|malseka|märg|märkä|mouiller|wiet|fliuch|mollado|gwlyb|βρεγμένος|jika|pulu|ntub|nedves|mmiri|basah|fliuch|blautur|bagnato|teles|дымқыл|itose|нымдуу|şil|infectum|slapjš|šlapias|naass|влажни|basah|fahavaratra|imxarrab|mākū|нойтон|nat|våt|ھۆل|ho'l|لوند|مرطوب|basang basa|mokry|molhado|umed|влажный|susu|мокар|metsi|nyorova|آلو|mokrý|mokro|qoyan|baseuh|våt|mvua|тар|дым|mokrý|ıslak|çygly|мокрий|گیلا|ướt|kumanzi|tutu|kumanzi
dry|droog|e thate|trocken|dry|جاف|quru|lehorra|сухі|suvo|суха|sec|uga|youma|seccu|sèk|suho|tør|seco|seka|kuiv|kuiva|sec|droech|tioram|seco|sych|στεγνός|bushe|maloo|qhuav|száraz|kpọrọ nkụ|kering|tirim|þurrt|asciutto|garing|құрғақ|yumye|кургак|zûha|siccum|sauss|sausas|dréchen|суво|kering|MAINA|niexef|maroke|хуурай|droog|tørke|قۇرۇق|quruq|وچ|خشک|matuyo|suchy|seco|uscat|сухой|mago|СУВ|omella|kuoma|خشڪ|suchý|suha|qalalan|garing|torr|kavu|хушк|коры|suchý|kuru|gury|сухий|خشک|khô|yomile|gbẹ|yomile
correct|korrek is|e saktë|richtig|correct|صيح|düzgün|zuzena|правільна|tačno|правилно|correcte|husto|kukonza|curretta|kòrèk|ispravno|korrekt|correcto|ĝusta|õige|oikea|corriger|korrekt|ceart|correcto|yn gywir|σωστός|daidai|Pololei|tseeb|helyes|mezie|benar|ceart|rétt|corretta|bener|дұрыс|bikosore|туура|serrast|verum|pareizi|teisinga|richteg|правилно|betul|marina|korretta|whakatika|зөв|correct|riktig|توغرا|to'g'ri|سم|درست|tama|poprawny|correto|corect|верный|saʻo|тачно|nepahetse|rakarurama|صحيح|správne|pravilno|saxan|leres|korrekt|sahihisha|дуруст|дөрес|opravit|doğru|dogry|правильно|درست|chính xác|ichanekile|ṣe atunṣe|okulungile
near|naby|afër|in der Nähe von|near|قرب|yaxın|gertu|побач|u blizini|близо до|a prop|duol|pafupi|vicinu|tou pre|blizu|nær ved|cerca|proksime|lähedal|lähellä|près|tichtby|faisg|cerca|ger|κοντά|kusa|kokoke|ze|közel|nso|dekat|in aice|nálægt|vicino|cedhak|жақын|hafi|жакын|nêz|prope|netālu|netoli|no bei|близу|dekat|AKAIKY|qrib|tata|ойролцоо|in de buurt|nær|يېقىن|yaqin|نږدې|نزدیک|malapit|Blisko|aproximar|aproape|возле|latalata|близу|haufi|pedyo|ويجھو|blízko|blizu|dhow|caket|nära|karibu|наздик|янында|u|yakın|ýakyn|біля|قریب|ở gần|kufutshane|nitosi|eduze
far|ver|larg|weit|far|بعيد|uzaq|urrun|далёка|daleko|далеч|lluny|layo|kutali|luntanu|byen lwen|daleko|langt|lejos|malproksime|kaugel|kaukana|loin|fier|fada|lonxe|bell|μακριά|nisa|loa|deb|messze|tere aka|jauh|i bhfad|langt|lontano|adoh|алыс|kure|алыс|dûr|tantum|tālu|toli|wäit|далеку|jauh|lavitra|bogħod|tawhiti|хол|ver|langt|far|uzoq|لرې|دور|malayo|daleko|distante|departe|далеко|mamao|далеко|hole|kure|پري|ďaleko|daleč|fog|jauh|långt|mbali|дур|ерак|daleko|Irak|uzakda|далеко|دور|xa|kude|jinna|kude
right|reg|e drejtë|Recht|right|حق|sağ|eskubidea|правільна|tačno|нали|dret|husto|kulondola|diritta|dwa|pravo|ret|derecho|ĝuste|eks|oikein|droite|rjochts|deas|certo|iawn|σωστά|dama|akau|txoj cai|jobb|nri|Baik|ceart|rétt|giusto|bener|дұрыс|iburyo|туура|rast|iustum|pa labi|teisingai|riets|нели|betul|TSARA|dritt|tika|зөв|Rechtsaf|Ikke sant|توغرا|to'g'ri|ښي|درست|tama|dobrze|direito|dreapta|верно|tauagavale|јел тако|hantle|rudyi|ساڄو|správny|prav|sax|leres|rätt|haki|рост|уң|že jo|sağ|dogry|правильно|ٹھیک ہے|đúng|kunene|ọtun|kwesokudla
left|links|u largua|links|left|غادر|sol|ezkerretara|злева|lijevo|наляво|a l'esquerra|sa wala|kumanzere|manca|kite|lijevo|venstre|izquierda|maldekstre|vasakule|vasemmalle|la gauche|links|clì|á esquerda|chwith|αριστερά|hagu|hema|sab laug|bal|ekpe|kiri|ar chlé|vinstri|sinistra|kiwa|сол|ibumoso|сол|çep|sinistram|pa kreisi|paliko|lénks|лево|dibiarkan|ANKA|xellug|maui|зүүн|links|venstre|left|chap|کی|ترک کرد|umalis na|lewo|deixou|stânga|оставил|taumatau|лево|ka ho le letšehali|ruboshwe|کاٻو|vľavo|levo|bidix|tinggaleun|vänster|kushoto|чап|сулда|vlevo, odjet|ayrıldı|çep|зліва|بائیں|trái|khohlo|osi|kwesokunxele
at|by|në|beim|at|في|at|helbidean|у|u|в|a|sa|pa|à|nan|na|på|a|ĉe|kell|klo|à|by|aig|en|yn|στο|a|ma|ntawm|nál nél|na|di|ag|kl|a|ing|кезінде|kuri|at|ba|apud|plkst|prie|um|во|di|amin'ny|fi|i|үед|Bij|på|at|da|په|در|sa|w|no|la|в|i le|у|nakong|pa|تي|o|ob|at|di|på|katika|дар|чыгыш|na|de|at|в|پر|tại|e|ni|e
in|in|në|im|in|في|in|urtean|у|u|в|dins|sa|mkati|in|nan|u|i|en|en|aastal|sisään|dans|yn|a-steach|dentro|yn|σε|a cikin|i loko o|hauv|ban ben|n'ime|di|in|í|nel|ing|жылы|in|in|li|apud|iekšā|į|an|во|dalam|amin'ny|fi|i roto i|онд|in|i|in|yilda|په|که در|sa|w|dentro|în|в|i totonu|у|ka hare|mukati|اندر|v|v|gudaha|di|i|ndani|дар|.әр сүзнең|v|içinde|içinde|в|میں|trong|phakathi|ninu|phakathi
with|met|me|mit|with|مع|ilə|rekin|з|sa|с|amb|uban ang|ndi|cun|avèk|s|med|con|kun|koos|kanssa|avec|mei|le|con|gyda|με|tare da|me|nrog|val vel|na|dengan|le|með|con|karo|бірге|hamwe na|менен|bi|apud|ar|su|mat|со|dengan|amin'ny|ma '|me|хамт|met|med|with|bilan|سره|با|kasama si|z|com|cu|с участием|ma|са|le|ne|سان|s|s|leh|sareng|med|na|бо|белән|s|ile|bilen|з|کے ساتھ|với|nge|pẹlu|nge
and|en|dhe|und|and|و|və|eta|і|i|и|i|ug|ndipo|è|ak|i|og|y|kaj|ja|ja|et|en|agus|e|a|και|kuma|a|thiab|és|na|dan|agus|og|e|lan|және|na|жана|û|et|un|ir|an|и|dan|SY|u|me|болон|en|og|ۋە|va|او|و|at|i|e|și|а также|ma|и|le|uye|۽|a|in|iyo|jeung|och|na|ва|һәм|a|ve|we|і|اور|và|kwaye|ati|futhi
if|as|nëse|wenn|if|إذا|əgər|bada|калі|ako|ако|si|kung|ngati|si|si|ako|hvis|Si|se|kui|jos|si|as|ma tha|se|os|αν|idan|inā|yog|ha|ọ bụrụ|jika|dá|ef|Se|yen|егер|niba|эгер|ger|si|ja|jei|wann|ако|sekiranya|RAHA|jekk|mena|хэрэв|als|hvis|if|agar|که|اگر|kung|gdyby|E se|dacă|если|afai|ако|haeba|kana|جيڪڏهن|ak|če|haddii|upami|om|kama|агар|if|-li|Eğer|eger|якщо|اگر|nếu|ukuba|ti o ba|uma
because|omdat|sepse|weil|because|لأن|çünki|delako|таму што|jer|защото|perquè|tungod kay|chifukwa|perchè|paske|jer|fordi|porque|ĉar|sest|koska|car|omdat|oir|porque|oherwydd|επειδή|saboda|no ka mea|vim|mivel|n'ihi na|karena|mar|vegna þess|perché|amarga|өйткені|kubera|анткени|bo|quod|jo|nes|well|затоа што|kerana|SATRIA|għaliex|na te mea|Учир нь|omdat|fordi|چۈنكى|chunki|ځکه|زیرا|kasi|dlatego|Porque|deoarece|так как|aua|јер|hobane|nekuti|ڇاڪاڻ ته|pretože|Ker|maxaa yeelay|sabab|därför att|kwa sababu|зеро|чөнки|protože|Çünkü|sebäbi|тому що|کیونکہ|bởi vì|kuba|nitori|ngoba
name|naam|emri|Name|name|اسم|ad|izena|імя|ime|име|nom|ngalan|dzina|nome|non|Ime|navn|nombre|nomo|nimi|nimi|Nom|namme|ainm|nome|enw|όνομα|suna|inoa|lub npe|név|aha|nama|ainm|nafn|nome|jeneng|аты|izina|аты|nav|nomine|nosaukums|vardas|Numm|име|nama|Anarana|isem|ingoa|нэр|naam|Navn|name|ism|نوم|نام|pangalan|Nazwa|nome|Nume|название|igoa|име|lebitso|zita|نالو|názov|ime|magac|ngaran|namn|jina|ном|исем|název|isim|ady|ім'я|نام|Tên|igama|orukọ|igama
